"nameWithOwner","description","tag","newAdded","languages","topics"
"yifengyou/Android-software-security-and-reverse-analysis","Android软件安全与逆向分析","[]","[]","[""Java"",""Makefile"",""C++"",""C"",""Assembly"",""Smali"",""CSS"",""HTML"",""JavaScript"",""D"",""C#"",""QMake""]","[]"
"vejei/scallop","干货集中营Android app（MVP + RxJava2 + Dagger2 + Retrofit）","[""rxjava2"",""dagger2""]","[""rxjava2""]","[""Java""]","[""gankio"",""android"",""java"",""mvp"",""dagger2"",""rxjava"",""retrofit"",""glide""]"
"alura-cursos/Ceep-live-Android-Kotlin","Projeto de amostra na live de Android com Kotlin","[""android"",""kotlin"",""live""]","[""android"",""kotlin"",""live""]","[""Kotlin""]","[]"
"nn1ks/RemoteFiles","An open source SFTP client for Android and iOS","[""ios"",""android"",""open-source"",""client"",""sftp"",""open"",""source""]","[""open-source"",""client"",""open"",""source""]","[""Java"",""Ruby"",""Objective-C"",""Dart"",""HTML""]","[""flutter"",""dart"",""android"",""ios"",""sftp"",""sftp-client"",""file-manager"",""app""]"
"argob/cuidar-ios","App Cuidar","[""app""]","[""app""]","[""Swift""]","[]"
"octa-george/Android-jUnit-Sample","working with jUnit, mockito, hamcrest matchers","[]","[]","[""Java""]","[]"
"lesliebeijing/okhttp-websocket","android okhttp3 websocket demo","[""android"",""websocket"",""demo"",""okhttp3""]","[""android"",""websocket"",""demo"",""okhttp3""]","[""Java""]","[]"
"jpetrich/HEVCDemo","Small repo to show the file size issues with the new HEVC encoder on iOS 11","[""ios"",""file"",""repo"",""size"",""encoder""]","[""file"",""repo"",""size"",""encoder""]","[""Swift""]","[""ios"",""hevc-encoder"",""hevc"",""h265"",""avfoundation"",""swift""]"
"dsheikherev/separate_test_module","This project demonstrates how to separate Android application code  and Instrumentation Tests for this application.","[""android"",""project"",""instrumentation"",""this"",""android-application"",""tests"",""application"",""instrumentation-tests"",""code""]","[""android"",""project"",""instrumentation"",""this"",""android-application"",""tests"",""application"",""instrumentation-tests"",""code""]","[]","[]"
"blundell/AndroidThingsTestingTut","http://blog.blundellapps.co.uk/testing-android-things-iot-meets-java","[]","[]","[""Java""]","[]"
"jakeajames/RealCC","Actually disable wifi from CC in iOS 11","[""ios"",""wifi""]","[""ios"",""wifi""]","[""Makefile"",""Logos""]","[]"
"wallysonlima/mypocket","It is a Android personal finance app. Use MVP and database is SQLite.","[""android"",""database"",""mvp"",""finance"",""personal""]","[""finance"",""personal""]","[""Java""]","[""android-app"",""spending"",""sqlite"",""mvp-architecture"",""mpandroidchart"",""finance-management"",""charts"",""android"",""mvp"",""database""]"
"Eronred/NetflixClone","This app was made to teach android studio. It will be a little long series.  Here tool that I will use to create a Netflix clone; Adobe illustrator; As a designer, I'm using Figma to make my designs (for icons, etc.)  Firebase; I am going to use firebase as Backend-as-a-Service (BaaS).  so what is Firebase? Firebase is a Backend-as-a-Service (BaaS) app development platform that provides hosted backend services such as a real-time database, cloud storage, authentication, crash reporting, machine learning, remote configuration, and hosting for your static files.","[""android"",""firebase"",""crash"",""backend"",""cloud"",""static"",""hosting"",""this"",""real-time"",""adobe"",""platform"",""app"",""tool"",""remote"",""app-development"",""development"",""services"",""netflix"",""figma""]","[""android"",""crash"",""backend"",""cloud"",""static"",""hosting"",""this"",""real-time"",""adobe"",""platform"",""app"",""tool"",""remote"",""app-development"",""development"",""services"",""figma""]","[""Java""]","[""netflix"",""firebase""]"
"HatsuneMikuV/PublicAlgorithms","Most of the algorithm functions of iOS implementation---iOS  实现的大部分算法功能","[""ios"",""algorithm""]","[""ios"",""algorithm""]","[""Objective-C"",""Ruby""]","[]"
"roznet/fit-sdk-swift","parse fit file in swift","[""swift"",""file"",""parse""]","[""file"",""parse""]","[""C"",""Swift""]","[""fit"",""parser"",""garmin"",""swift"",""objective-c"",""macos"",""ios""]"
"elimu-ai/webapp","Web application for hosting Android applications and educational content","[""android"",""web"",""hosting"",""educational"",""application"",""android-applications"",""applications""]","[""android"",""web"",""hosting"",""educational"",""application"",""android-applications"",""applications""]","[""Shell"",""Java"",""CSS"",""JavaScript"",""HTML"",""TeX""]","[""appstore"",""edtech"",""learning"",""apk"",""cms"",""platform"",""rest-api"",""spring"",""java""]"
"NFound/android_device_nubia_nx529j","Stable Nougat","[""nougat""]","[""nougat""]","[""Makefile"",""C"",""Objective-C"",""C++"",""Java"",""M4"",""Shell"",""Python""]","[""device"",""tree""]"
"JordanOsterberg/ARKit-Vision-Example","A simple project that integrates ARKit and Vision on iOS.","[""project"",""vision"",""arkit"",""simple""]","[""project"",""vision"",""arkit"",""simple""]","[""Swift""]","[]"
"Thomas1956/Histogram","Histogram using Core Image Filter","[""image"",""filter"",""core-image"",""core"",""image-filter""]","[""image"",""core-image"",""core"",""image-filter""]","[""Swift""]","[""ios"",""coreimage"",""filter""]"
"SmileZXLee/ZXBlockLog","【iOS逆向】根据block签名打印参数与返回值，hook block 并捕获、修改block参数解决方案的小demo","[""block""]","[]","[""Objective-C"",""Shell"",""Objective-C++"",""Logos"",""C""]","[""block"",""reverse-engineering"",""hook""]"
"HishamMubarak/react-native-math","Native math view for Android in React Native apps using Katex for Android","[""android"",""view"",""react-native"",""native"",""math"",""react"",""apps"",""native-apps""]","[""android"",""view"",""react-native"",""native"",""math"",""react"",""apps"",""native-apps""]","[""Java"",""JavaScript"",""HCL""]","[]"
"sy5075391/XKEmptyPlaceView","iOS 无数据占位图，网络错误图封装","[""ios""]","[""ios""]","[""Objective-C"",""Ruby""]","[]"
"delacrixmorgan/segmentedcontrolbutton-android","iOS Segmented Control Buttons with RadioGroup in Android","[""ios"",""buttons"",""control""]","[""ios"",""buttons"",""control""]","[""Kotlin""]","[""android"",""kotlin"",""segmented-button-control""]"
"iVanPan/react-native-qqsdk","A React Native wrapper around the Tencent QQ SDK for Android and iOS. Provides access to QQ ssoLogin, QQ Sharing, QQZone Sharing etc","[""sdk"",""android"",""react-native"",""native"",""sharing"",""react"",""wrapper"",""qq"",""tencent""]","[""sdk"",""android"",""native"",""sharing"",""react"",""wrapper""]","[""JavaScript"",""Objective-C"",""HTML"",""Java"",""Ruby""]","[""react-native"",""tencent"",""qq"",""share"",""sso-login"",""qqzone""]"
"eon-com/SenseHatDriverForAndroidThings","""Another"" Sense Hat driver for Android Things","[""android"",""driver"",""android-things""]","[""android"",""driver"",""android-things""]","[""Java""]","[]"
"Susmit-A/AndroidAceEditor","Ace editor for use in android apps","[""android"",""editor"",""apps"",""android-apps""]","[""editor"",""apps"",""android-apps""]","[""Java"",""HTML"",""JavaScript""]","[""hacktoberfest2018"",""hacktoberfest18"",""hacktoberfest"",""java"",""javascript"",""android"",""android-library"",""help-wanted""]"
"gregorybel/combo-pairing","Solutions to move away pairing issue on new android phone with combo pump","[""android"",""pairing"",""move"",""phone"",""android-phone""]","[""android"",""pairing"",""move"",""phone"",""android-phone""]","[]","[]"
"Itomori/mydiary","myDiary app in movie 'Your Name.' (2016), android (& iOS ver.?), based on HBuilder.","[""ios"",""android"",""app"",""movie""]","[""ios"",""android"",""app"",""movie""]","[""CSS"",""HTML"",""JavaScript""]","[]"
"ykrank/AndroidAutoDispose","Easy way to auto dispose with android lifecycle event","[""android"",""android-lifecycle"",""lifecycle"",""event"",""auto"",""easy""]","[""android"",""android-lifecycle"",""lifecycle"",""event"",""auto"",""easy""]","[""Java""]","[]"
"prscX/react-native-shine-button","React Native: Native Shine Button - Effects like shining","[""button"",""native"",""react"",""effects""]","[""button"",""native"",""react"",""effects""]","[""JavaScript"",""Java"",""Objective-C"",""Ruby"",""Starlark""]","[""react-native"",""android"",""ios""]"
"zyao89/ZWebView","Hybird App，移动端和Web的JS桥接框架，主要包含了多种常用协议的约束和定义。Android的WebView使用更方便。","[""hybird""]","[""hybird""]","[""Java"",""Vue""]","[""android"",""vue"",""vue-zweb""]"
"aminography/ChoosePhotoHelper","ChoosePhotoHelper develops a component which facilitates the source code of picking photos in your Android apps.","[""android"",""photos"",""component"",""source"",""source-code"",""code""]","[""android"",""photos"",""component"",""source"",""source-code"",""code""]","[""Java"",""Kotlin"",""Shell""]","[""image-picker-android"",""photo-picker"",""imagepicker""]"
"DonTiny/ColorPickDemo","Android 自定义View颜色选择器（ 条形、水平），使用HSV颜色模型实现取色器并反向定位颜色所在位置","[""android""]","[""android""]","[""Java""]","[]"
"AlexisChevalier/CarRental-Android-Application","Car rental android application made for a mobile and distributed course at Oxford Brookes University","[""android"",""mobile"",""android-application"",""application"",""university"",""car"",""course""]","[""android"",""mobile"",""android-application"",""application"",""university"",""car"",""course""]","[""Java""]","[]"
"wlgys8/UnityNativeDialog","Display native dialog in unity (support Android&iOS) ","[""dialog"",""native"",""display"",""unity""]","[""display""]","[""C#"",""Objective-C"",""Objective-C++""]","[""unity"",""dialog"",""native"",""android"",""ios""]"
"lwang057/Framework","项目包含：RxJava2 + Retrofit2 + Mvp + Dagger2 等框架","[""retrofit2"",""mvp"",""dagger2""]","[""dagger2""]","[""Java""]","[""android"",""rxjava2"",""retrofit2"",""mvp"",""fastjson-android""]"
"nikartm/AndroidUsefulExamples","Useful examples for Android development","[""android"",""android-development"",""examples"",""development""]","[""development""]","[""Java""]","[""android"",""examples"",""multitouch"",""calendar-events"",""drag-and-drop"",""android-development"",""google-api"",""swipe"",""recyclerview"",""carousel"",""viewpager"",""android-card-view""]"
"esafirm/android-rxgeofence","Rx wrapped GeoFence library :punch:","[""library"",""rx""]","[""library"",""rx""]","[""Java"",""Shell""]","[]"
"kongpf8848/Animation","Android各种动画效果合集，项目包含了丰富的动画示例(逐帧动画，补间动画，Lottie动画，GIF动画，SVGA动画)，体验动画之美，让Android动起来:smile::smile::smile:","[]","[]","[""Java"",""Kotlin"",""C++"",""CMake"",""C""]","[""objectanimator"",""lottie"",""animation"",""lottie-android"",""svga""]"
"AndresR173/RTSP-Client","Cliente RTSP iOS y SWIFT","[""swift"",""ios"",""rtsp""]","[""swift"",""ios"",""rtsp""]","[""Objective-C"",""C++"",""C"",""Swift""]","[]"
"ragaie/Notification","that give you design and behavior, like  default behavior of iOS ","[""ios"",""default"",""behavior"",""design""]","[""ios"",""default"",""behavior"",""design""]","[""Swift""]","[]"
"epfl-dojo/flutterdojo","Sample app in flutter, tested on android emulator device","[""android"",""android-emulator"",""device"",""app"",""sample-app"",""sample"",""emulator""]","[""android"",""android-emulator"",""device"",""app"",""sample-app"",""sample"",""emulator""]","[""Objective-C"",""Dart""]","[]"
"SagarBChauhan/Android-self-creation","Android self creation","[""android""]","[""android""]","[""Java""]","[]"
"HyejeanMOON/DaggerHiltDemo","There is an Android demo about DaggerHilt","[""android"",""demo"",""android-demo"",""about""]","[""demo"",""android-demo"",""about""]","[""Kotlin""]","[""android"",""kotlin"",""dagger-android""]"
"amitkhairnar44/root_access","A Flutter plugin for getting root access in Android apps.","[""android"",""root"",""flutter"",""flutter-plugin"",""plugin""]","[""android"",""root"",""flutter"",""flutter-plugin"",""plugin""]","[""Java"",""Objective-C"",""Dart"",""Ruby""]","[]"
"u-ryo/SharedEye","One way WebRTC Android App including a signaling server.","[""android"",""webrtc"",""webrtc-android"",""android-app"",""app""]","[""android"",""webrtc"",""webrtc-android"",""android-app"",""app""]","[""Java"",""HTML"",""Kotlin""]","[]"
"expo/create-react-native-app","Create React Native apps that run on iOS, Android, and web","[""react-native"",""web"",""native"",""react"",""apps"",""native-apps""]","[""web"",""native"",""react"",""apps"",""native-apps""]","[""JavaScript"",""TypeScript""]","[""react-native"",""react-native-app"",""create-react-native-app"",""android"",""ios"",""javascript"",""react-native-web""]"
"vanities/swiftchan","ios app for fast 4chan viewing in swiftui","[""ios"",""swiftui"",""app"",""ios-app"",""fast""]","[""app"",""ios-app"",""fast""]","[""Swift"",""Ruby"",""Makefile""]","[""ios"",""swiftui"",""4chan""]"
"tifezh/KChartView","KChart for Android ；股票k线图","[""android""]","[""android""]","[""Java""]","[""kline"",""charts"",""stocks""]"
"martinnormark/HalfModalPresentationController","Modal presentation that takes up half the screen. Swipe down to dismiss.","[""swipe"",""modal"",""presentation""]","[""modal"",""presentation""]","[""Swift""]","[""ios"",""swift"",""uikit"",""transitions"",""animation"",""swipe""]"
"hey24sheep/uiblock","Easiest and simplest method to block/unblock ui for your flutter apps","[""flutter"",""ui"",""apps"",""flutter-apps""]","[""ui"",""apps"",""flutter-apps""]","[""Kotlin"",""Swift"",""Objective-C"",""Dart""]","[""flutter"",""flutter-package"",""blockui"",""flutter-plugin"",""dart"",""android"",""ios"",""loader""]"
"Saudumm/scriptable-CaschysBlog","iOS Scriptable Widget für News von Caschys Blog","[""ios"",""widget"",""news"",""blog"",""scriptable""]","[""ios"",""widget"",""news"",""blog""]","[""JavaScript""]","[""scriptable-app"",""scriptable"",""ios-widget"",""ios14-widget""]"
"highjump0615/SweptNear","iOS App; Chatting with users nearby","[""ios"",""nearby""]","[""ios"",""nearby""]","[""Ruby"",""Swift""]","[""swift4"",""firebase"",""chat"",""ios-app""]"
"SergeBouts/XCombine","XCombine: Swift Combine framework extensions (iOS, macOS, tvOS, watchOS)","[""swift"",""combine"",""framework"",""extensions"",""combine-framework""]","[""swift"",""combine"",""framework"",""extensions""]","[""Swift""]","[""sharereplay-operator"",""withlatestfrom-operator"",""zip-operator"",""combine-framework"",""reactive-programming"",""ios"",""ios-swift"",""macos""]"
"luozhimin0918/richeditor-android","富文本编辑器","[]","[]","[""Java"",""HTML"",""JavaScript"",""CSS""]","[]"
"iampawan/MusicPlayer","Upcoming Material Design Music Player","[""material-design"",""player"",""music"",""material"",""music-player"",""design""]","[""player"",""music"",""material"",""design""]","[""Java""]","[""android"",""material-design"",""music-player"",""streaming-audio"",""kotlin"",""java""]"
"AlphaBoom/pcr-script","Princess Connect Re:Dive python script on android simulator/公主连结Android模拟器脚本","[""android"",""python"",""connect"",""script""]","[""android"",""python"",""connect"",""script""]","[""Python"",""Batchfile""]","[]"
"g4s8/RxKeyboard","Android reactiveX software keyboard","[""keyboard"",""android"",""reactivex"",""software""]","[""keyboard"",""reactivex"",""software""]","[""Java""]","[""android"",""android-library"",""rxjava2"",""keyboardmanager"",""android-keyboard""]"
"buptbill220/horde3d","a open source for 3D engine using opengl/opengles. add new feature background and compatible for ios/android.","[""background"",""3d"",""open-source"",""add"",""engine"",""open"",""source""]","[""background"",""3d"",""open-source"",""add"",""engine"",""open"",""source""]","[""Batchfile"",""Shell"",""CMake"",""C"",""CSS"",""HTML"",""GLSL"",""C++"",""Makefile"",""HLSL"",""JavaScript"",""C#"",""Objective-C++"",""Java"",""Objective-C"",""Mercury""]","[]"
"gbmiranda/flutter_plus","Develop applications in Flutter more quickly and easily. Customize Containers, Buttons, Texts and TextFields in a few lines. Navigate between Screens and open BottomSheets, Dialogs and Snackbars without context from any point.","[""flutter"",""dialogs"",""context"",""open"",""applications""]","[""dialogs"",""context"",""open"",""applications""]","[""Dart"",""Kotlin"",""Ruby"",""Swift"",""Objective-C"",""HTML""]","[""flutter"",""dart"",""biblioteca"",""android"",""ios"",""ingles"",""portugues"",""yaml"",""pubspec""]"
"Liar1995/AccessibilityDemo","Android Wechat auto reply message","[""android"",""message"",""wechat"",""auto""]","[""android"",""message"",""wechat"",""auto""]","[""Java""]","[]"
"Siguza/imobax","iOS Mobile Backup Extractor","[""ios"",""mobile"",""backup""]","[""ios"",""mobile"",""backup""]","[""Makefile"",""C""]","[]"
"jeonyung1107/Scanner","Android document scanner","[""android"",""document"",""scanner"",""document-scanner""]","[""android"",""document"",""scanner"",""document-scanner""]","[""Java"",""CMake"",""C++"",""C"",""Makefile"",""Python"",""Cuda"",""Shell"",""HTML"",""CSS"",""JavaScript"",""TeX"",""Perl"",""Batchfile"",""Objective-C++"",""Objective-C"",""PowerShell"",""Clojure"",""Scala"",""C#"",""HLSL""]","[]"
"RealLau/AppAutoViewer","Compared to Google Android SDK uiautomatorviewer, easier to get full-Xpath, and support sync with Device.","[""sdk"",""android"",""get"",""google"",""android-sdk"",""sync"",""support""]","[""sdk"",""android"",""get"",""google"",""android-sdk"",""sync"",""support""]","[""Python""]","[]"
"hisaichi5518/native_webview","A Flutter plugin that allows you to add an inline WebView.","[""add"",""flutter"",""flutter-plugin"",""plugin""]","[""add""]","[""Kotlin"",""Ruby"",""Swift"",""Objective-C"",""Dart"",""Makefile"",""HTML"",""Java"",""Shell""]","[""flutter"",""flutter-plugin"",""dart"",""android"",""swift"",""ios"",""flutter-package"",""inline-webview"",""webview"",""flutter-webview"",""plugin"",""kotlin""]"
"k0shk0sh/android-api-SecureKeys","Store sensible data in a simple and secure way","[""store"",""simple"",""data"",""secure""]","[""store"",""simple"",""data"",""secure""]","[""CMake"",""Java"",""Shell"",""C++""]","[]"
"successtar/web-to-app","An android source code to create android  apk file of your website. Just change the url in the  MainActivity.java to your website hostname  then you  are  good to go. You can do customization such  as  the app icon  to your logo   and  other rich features.","[""android"",""file"",""apk"",""android-source"",""url"",""customization"",""hostname"",""app"",""website"",""icon"",""source"",""source-code"",""code""]","[""android"",""file"",""apk"",""android-source"",""url"",""customization"",""hostname"",""app"",""website"",""icon"",""source"",""source-code"",""code""]","[""Java""]","[]"
"DanKorkelia/News-API-swift","News-API written in Swift for iOS and MacOs Native development","[""swift"",""ios"",""macos"",""native"",""development""]","[""swift"",""ios"",""macos"",""native"",""development""]","[""Swift""]","[""json"",""api"",""swift4"",""json-api""]"
"liuzhao2007/EasyRouter","A component routing framework simple, stable and high-performance, which supports UI, Method Calls, Interceptors, Callbacks and More than these.","[""framework"",""component"",""routing""]","[""framework"",""component"",""routing""]","[""Java""]","[""android"",""router"",""dispatcher""]"
"JairajJangle/motionEye_app_HomeSurveillanceSystem","git repo for motionEye app - Home Surveillance System, available on Google Play Store","[""google-play"",""git"",""repo"",""store"",""google"",""app"",""google-play-store"",""play-store"",""play""]","[""google-play"",""repo"",""store"",""google"",""google-play-store"",""play-store"",""play""]","[""Kotlin""]","[""motioneye"",""android"",""android-application"",""app"",""repository"",""github"",""git""]"
"tsuiyuenhong/KKNoCompile","iOS 不编译即可更新代码","[""ios""]","[""ios""]","[""Objective-C"",""JavaScript"",""ANTLR""]","[]"
"akexorcist/RecyclerView-ListAdapter","[Android] ListAdapter in RecyclerView","[""listadapter"",""recyclerview""]","[""listadapter"",""recyclerview""]","[""Kotlin""]","[]"
"Urdzik/MovieApp","🍿MVVM + Dagger 2 + Android Architecture Components","[""android"",""dagger-2"",""dagger"",""architecture"",""components"",""android-architecture-components"",""android-architecture"",""architecture-components""]","[""dagger-2"",""dagger"",""architecture"",""components"",""android-architecture-components"",""android-architecture"",""architecture-components""]","[""Kotlin""]","[""android"",""mvvm"",""kotlin"",""data-binding"",""rest-api"",""retrofit2"",""coroutines"",""local-database"",""room"",""dagger2-mvvm-room-livedata"",""viewmodel"",""movieapp"",""dagger-hilt"",""kotlin-flow"",""pagging-3""]"
"VNAPNIC/presentation-displays","The flutter plugin supports running on two screens. It's basically a tablet connected to another screen via an HDMI or Wireless","[""screen"",""tablet"",""hdmi"",""wireless"",""flutter"",""flutter-plugin"",""plugin""]","[""screen"",""tablet""]","[""Kotlin"",""Swift"",""Objective-C"",""Dart"",""Ruby""]","[""flutter"",""displaymanager"",""hdmi"",""wireless"",""presentation"",""plugin"",""flutter-plugin"",""android"",""ios""]"
"cuappdev/ios-networking","This includes the needed files to use Futures & Promises with Swift","[""swift"",""this"",""files""]","[""swift"",""this"",""files""]","[""Swift"",""Ruby""]","[]"
"xiaotuan/FactoryTest","Android Factory Test Apk","[""android"",""apk"",""test""]","[""android"",""apk"",""test""]","[""Java""]","[]"
"Goddreamwt/iOS_Advanced","iOS开发职业进阶-CSDN博客网址","[]","[]","[""Objective-C"",""C"",""HTML"",""C++"",""Objective-C++"",""Makefile"",""Batchfile"",""Shell"",""Assembly"",""DTrace"",""MATLAB"",""Perl"",""Ruby"",""Rich Text Format""]","[]"
"n8chur/AdvancediOS","An iOS example project demonstrating advanced concepts","[""ios"",""project"",""example-project"",""example""]","[""project"",""example""]","[""Swift"",""Ruby"",""Shell""]","[""example-project"",""ios"",""swift"",""xcodegen"",""frp"",""reactivecocoa"",""mvvm"",""circleci"",""carthage""]"
"IndoorLocation/cmx-indoor-location","Node.js server to provide IndoorLocation from Cisco CMX. Works with socketIndoorLocationProviders libraries on iOS, Android and JS.","[""android"",""server"",""node.js"",""libraries"",""cisco""]","[""android"",""server"",""node.js"",""libraries"",""cisco""]","[""JavaScript"",""Shell""]","[]"
"cherpake/fast-frame","Frame screenshots for iOS devices with device frame and optionally title and some text","[""ios"",""text"",""frame"",""device"",""title"",""screenshots""]","[""ios"",""text"",""frame"",""device"",""title"",""screenshots""]","[""Objective-C""]","[]"
"AndroidDeveloperSurabaya/android-ui-meetup","Materi Meetup Android UI Component #3 - AndroidDev Surabaya","[""android"",""android-ui"",""ui"",""component"",""meetup"",""ui-component""]","[""android"",""android-ui"",""ui"",""component"",""meetup"",""ui-component""]","[""Java""]","[]"
"nitrico/kema","Kotlin Extension Methods for Android","[""android"",""methods"",""extension-methods"",""kotlin"",""kotlin-extension"",""extension""]","[""android"",""methods"",""extension-methods"",""kotlin"",""kotlin-extension"",""extension""]","[""Kotlin""]","[]"
"myvsparth/flutter_inherited_widget","How to implement Inherited Widget in Flutter","[""widget"",""flutter""]","[""widget""]","[""Java"",""Objective-C"",""Dart""]","[""flutter"",""inherited"",""inherited-widget"",""android"",""ios"",""state-management"",""flutter-examples""]"
"sunhongyue4500/HYElevation","iOS-based elevation library.","[""elevation""]","[""elevation""]","[""Objective-C"",""C""]","[]"
"Walkman100/PixelRoot","Scripts and files I used to backup & root my Google Pixel (sailfish) on May update","[""root"",""pixel"",""backup"",""google-pixel"",""google"",""update"",""scripts"",""files""]","[""pixel"",""backup"",""google-pixel"",""google"",""update"",""scripts"",""files""]","[""Shell""]","[""adb"",""sailfish"",""twrp"",""root"",""android""]"
"g4s8/html-layout","Support HTML tags in Android XML layout","[""html"",""android"",""xml"",""layout"",""tags"",""android-xml"",""xml-layout"",""support""]","[""html"",""android"",""xml"",""layout"",""tags"",""android-xml"",""xml-layout"",""support""]","[""Java""]","[]"
"MeetPoint-App/meetpoint-ios","Together is better!","[]","[]","[""Swift"",""Ruby"",""JavaScript""]","[]"
"JeremyLiao/SmartEventBus",":postbox:SmartEventBus是一个Android平台的消息总线框架，这是一款非常smart的消息总线框架，能让你定制自己的消息总线。","[]","[]","[""Java""]","[]"
"mili-tan/mEdison-Android","简易的词典","[]","[]","[""Java""]","[]"
"WelliJohn/ASwipeLayout","Android侧滑菜单库","[]","[]","[""Java""]","[]"
"GdinKing/FileSelector","Android File Selector / 安卓文件选择器","[""android"",""file"",""android-file"",""selector""]","[""android"",""file"",""android-file"",""selector""]","[""Java""]","[]"
"StephenGemin/Calculator_Android_App","Basic and scientific android calculator app with unit testing all written using Kotlin","[""android"",""testing"",""kotlin"",""unit-testing"",""calculator"",""basic"",""app""]","[""android"",""testing"",""kotlin"",""unit-testing"",""calculator"",""basic"",""app""]","[""Kotlin""]","[]"
"microsoft/surface-duo-sdk-samples","Samples for Surface Duo SDK","[""sdk"",""surface"",""samples""]","[""sdk"",""surface"",""samples""]","[""Java""]","[""android"",""surface-duo"",""java""]"
"microsoftgraph/msgraph-sdk-android-msa-auth-for-android-adapter","MSGraph SDK Android MSA Auth for Android Adapter","[""sdk"",""android"",""adapter"",""android-adapter"",""sdk-android"",""auth""]","[""sdk"",""android"",""adapter"",""android-adapter"",""sdk-android"",""auth""]","[""Java""]","[]"
"arsltech/COVID-19Tracker","Coronavirus (COVID-19) Tracker Android App ","[""android"",""android-app"",""app"",""tracker"",""coronavirus""]","[""android"",""android-app"",""app"",""tracker"",""coronavirus""]","[""Java""]","[]"
"machtelik/waveshare-7inch-touchscreen-driver-android","AndroidThings driver for the WaveShare 7inch HDMI LCD touchscreen","[""touchscreen"",""hdmi"",""driver"",""androidthings""]","[""touchscreen"",""hdmi"",""driver"",""androidthings""]","[""Java""]","[]"
"andreadelfante/PredicateFlow","Write amazing, strong-typed and easy-to-read NSPredicate.","[]","[]","[""Ruby"",""Swift"",""Shell""]","[""cocoapods"",""flow"",""autogenerated"",""code-generation"",""swift"",""ios"",""macos"",""watchos"",""tvos"",""realmswift"",""realm"",""coredata"",""nspredicate"",""nspredicates"",""library"",""pods""]"
"ayoseturru/informer","A small social network for Android, iOS and Desktop.","[""ios"",""network"",""social-network"",""social""]","[""ios"",""network"",""social-network"",""social""]","[""JavaScript"",""CSS"",""HTML"",""Smarty"",""Shell""]","[]"
"DuncanMC/BlurView","A Swift-based iOS project attempting to create a view class that blurs its contents with variable radius","[""ios"",""class"",""view"",""project""]","[""ios"",""class"",""view"",""project""]","[""Swift""]","[]"
"ArisGuimera/EjerciciosLibroAndroid","Repositorio con todos los ejercicios prácticos de mi libro ""Desarrollo de aplicaciones Android en Kotlin, casos prácticos"".","[""android""]","[""android""]","[""Kotlin""]","[]"
"zubairehman/AlarmManager"," A simple library written in Kotlin that allows you to set an alarm and get notified really easily.","[""get"",""alarm"",""kotlin"",""set"",""library"",""simple""]","[""get"",""kotlin"",""set"",""library"",""simple""]","[""Kotlin"",""Java""]","[""alarmmanager"",""alarm"",""android""]"
"harshitm98/Clean-City","Android application for an IoT based project. An attempt to enhance the already existing routine garbage collection.","[""android"",""iot"",""android-application"",""application""]","[""android"",""application""]","[""Java""]","[""android-application"",""google-maps"",""firebase"",""iot""]"
"yfuks/react-native-action-sheet","React native simple action sheet with native android (using the built-in AlertDialog)","[""android"",""react-native"",""native"",""action"",""simple"",""react"",""action-sheet"",""sheet""]","[""android"",""react-native"",""native"",""action"",""simple"",""react"",""action-sheet"",""sheet""]","[""Java"",""JavaScript"",""Objective-C"",""Starlark""]","[]"
"Simicart/RN-Payfort-SDK","Payfort library for React Native in both Android and iOS","[""ios"",""android"",""react-native"",""native"",""library"",""react""]","[""ios"",""android"",""react-native"",""native"",""library"",""react""]","[""Java"",""JavaScript"",""Objective-C"",""Ruby""]","[]"
"mantoone/DepthCapture","iOS application for capturing video and depth data to file","[""ios"",""file"",""video"",""application"",""data"",""ios-application""]","[""file"",""video"",""application"",""data"",""ios-application""]","[""Swift"",""Jupyter Notebook""]","[""ios"",""depth-camera""]"
"4ndroidev/DownloadManager","安卓下载任务管理 ","[]","[]","[""Java""]","[""android"",""downloadmanager""]"
"HerryPark/AndroidDimensionSizes","Android Dimension Sizes","[""android""]","[""android""]","[""Kotlin""]","[]"
"GlideMe/dylibRTMP-iOS-macOS","A dynamic framework wrapper for libRTMP. Creates macOS and iOS frameworks. iOS framework has BitCode (A framework with Simulator slices and without is created, for Development and for AppStore distribution)","[""ios"",""macos"",""bitcode"",""dynamic"",""simulator"",""appstore"",""framework"",""wrapper"",""development"",""ios-framework""]","[""bitcode"",""dynamic"",""simulator"",""appstore"",""framework"",""wrapper"",""development"",""ios-framework""]","[""Shell"",""Objective-C"",""Perl""]","[""librtmp"",""rtmp"",""ios"",""macos""]"
"Nercury/android_logger-rs","A Rust logging implementation for `log` which hooks to android log output","[""android"",""logging"",""android-log"",""output"",""implementation"",""rust"",""log"",""hooks""]","[""android"",""logging"",""android-log"",""output"",""implementation"",""rust"",""log"",""hooks""]","[""Rust""]","[]"
"clone123/Hybrid","移动端 Android / IOS 平台，Hybrid开发，新闻自媒体业","[""ios"",""android""]","[""ios"",""android""]","[""JavaScript"",""HTML"",""CSS""]","[]"
"GlenDC/rust-and-unity","A simple experimental setup to test the combination of Rust with Unity (iOS + Android)","[""rust"",""simple"",""unity"",""experimental"",""test""]","[""rust"",""simple"",""unity"",""experimental"",""test""]","[""Shell"",""Rust"",""C#"",""Java"",""Objective-C""]","[]"
