"nameWithOwner","description","tag"
"ravidsrk/android-testing-guide","[Examples] Complete reference for Android Testing with examples.","[""android"",""testing"",""android-testing"",""reference""]"
"h6ah4i/android-openslmediaplayer","Re-implementation of Android's MediaPlayer and audio effect classes based on OpenSL ES APIs.","[""audio"",""opensl"",""effect"",""opensl-es""]"
"ResoCoder/forecast-mvvm-android-kotlin","Forecast MVVM app as found in the free course.","[""mvvm"",""app"",""free""]"
"rosjava/android_core","Android libraries for rosjava","[""android"",""libraries""]"
"amazon-archives/aws-mobile-android-notes-tutorial","The origin code for the AWS Mobile tutorial series for Android Native development.","[""android"",""mobile"",""native"",""tutorial"",""code""]"
"matrixxun/ProductTour","ProductTour is android sample project implementing a parallax effect welcome page using ViewPager and PageTransformer, similar to the one found in Google's app like Sheet, Drive, Docs...","[""android"",""parallax"",""project"",""effect"",""app"",""sample"",""viewpager""]"
"googlearchive/android-BasicAndroidKeyStore","This sample has been deprecated/archived. Check this repo for related samples:","[""repo"",""this"",""sample""]"
"michelelacorte/AndroidAppShortcuts","App Shortcuts for Android on Pre Nougat 7.1!","[""android"",""app"",""shortcuts"",""app-shortcuts""]"
"fbsamples/360-video-player-for-android","Sample code for creating a 360 video player on Android. Creates an OpenGL ES scene that renders a sphere textured with video frames from MediaPlayer playback. Does not use the NDK. This is a simple example of the core elements of 360 video rendering and is not intended to be production quality code. The code may be unstable. This is won't be maintained. ","[""opengl-es"",""video"",""scene"",""rendering"",""this"",""video-player"",""opengl"",""example"",""sample"",""player"",""quality"",""360-video"",""code"",""core""]"
"mogoweb/365browser","An android browser based on chromium for android","[""android"",""browser"",""chromium"",""android-browser""]"
"madhur/android-chat-starter","A starter project for Android chat application","[""android"",""project"",""chat"",""chat-application""]"
"gitskarios/GithubAndroidSdk","[DEPRECATED] Android SDK for Github API","[""sdk"",""android"",""api"",""github"",""github-api"",""android-sdk""]"
"ant-media/LibRtmp-Client-for-Android","It is probably the smallest(~60KB, fat version ~300KB) rtmp client for android. It calls librtmp functions over JNI interface","[""interface"",""rtmp"",""version"",""client""]"
"abhinavsuthar/Android_Spy_App","This is a android spy app, which uploads user data such as contacts, messages, call log, send message(s), photos, videos, open a browser link etc. Android Rat","[""android"",""call"",""browser"",""this"",""send"",""spy""]"
"thest1/LazyList","Lazy load of images in Android","[""android"",""load""]"
"CyanogenMod/android_device_lge_mako","Google Nexus 4","[]"
"cmusphinx/pocketsphinx-android","pocketsphinx build for Android","[""android"",""build"",""pocketsphinx""]"
"CloudRail/cloudrail-si-android-sdk","Unified API Library for: Cloud Storage, Social Log-In, Social Interaction, Payment, Email, SMS, POIs, Video & Messaging. Included services are Dropbox, Google Drive, OneDrive, OneDrive for Business, Box, Egnyte, PayPal, Stripe,  Google Places, Foursquare, Yelp, YouTube, Vimeo, Twitch, Facebook Messenger, Telegram, Line, Viber, Facebook, GitHub, Google+, LinkedIn, Slack, Twitter, Windows Live, Yahoo, Mailjet, Sendgrid, Twilio, Nexmo, Twizo.","[""api"",""video"",""facebook"",""cloud"",""windows"",""onedrive"",""library"",""social""]"
"rujews/android-tech-docs","Android官方技术文档翻译","[]"
"fossasia/open-event-droidgen","Open Event Android App Generator https://github.com/fossasia/open-event-android/raw/apk/sample-apk-fossasia17-development.apk","[""android"",""app"",""android-app""]"
"ljqloveyou123/LiujiaqiAndroid","插件化系列详解，并附上可运行demo","[]"
"manas-chaudhari/android-mvvm","MVVM on Android using RxJava and Data Binding","[""android"",""mvvm"",""data-binding"",""binding"",""rxjava""]"
"MobClub/ShareSDK-for-Android","A demo of Share SDK for Android","[""sdk"",""android"",""share"",""demo""]"
"LightSun/android-drag-FlowLayout","this is a draggable flow layout lib.","[""layout"",""this"",""flow""]"
"xiprox/WaniKani-for-Android","An android client application for the awesome kanji learning website wanikani.com","[""android"",""client"",""awesome"",""learning"",""kanji""]"
"AigeStudio/DatePicker","Useful and powerful date picker for android","[""android"",""date"",""picker""]"
"YahooArchive/android-range-seek-bar","It provides a SeekBar similar to the default Android one, but with two thumb controls allowing a range to be selected, and some other extras as well.","[""android"",""seekbar"",""range"",""default"",""controls""]"
"microsoft/Cognitive-Face-Android","Cognitive Services Face client library for Android.","[""client"",""face"",""library"",""cognitive-services""]"
"wordpress-mobile/PasscodeLock-Android","Android Library that provides passcode lock to your app","[""android"",""android-library"",""library"",""app""]"
"Liuguihong/AndroidUVCCamera","Android外接UVC相机库，致力于使用最简单的API、最清晰的代码逻辑实现预览和拍照功能。","[]"
"qinci/AndroidSlideBack","Android 一键加入侧滑返回 (类似“小米MIX”和新版“即刻”滑动返回)","[""android""]"
"Lafree317/iOS","forked from jobbole/awesome-ios-cn","[]"
"ansjdnakjdnajkd/iOS","Most usable tools for iOS penetration testing","[""ios"",""testing"",""tools""]"
"writeups/iOS","Here you can find write ups for iOS Vulnerabilities that have been released.","[""ios""]"
"cyclestreets/ios","iPhone app","[""iphone"",""app""]"
"v2net/ios","Shadowrocket 小火箭最新版在线安装， 共享Shadowrocket 小火箭账号，苹果手机SS/SSR/V2Ray客户端","[]"
"shadowsocks/shadowsocks-iOS","Removed according to regulations.","[]"
"yixiangboy/IOSAnimationDemo","IOS动画总结","[]"
"Aufree/trip-to-iOS","A curated list of delightful iOS resources.","[""ios"",""list"",""curated-list""]"
"nst/iOS-Runtime-Headers","iOS Objective-C headers as derived from runtime introspection","[""objective-c"",""ios"",""runtime""]"
"cjwirth/awesome-ios-ui","A curated list of awesome iOS UI/UX libraries","[""ios"",""list"",""libraries"",""awesome"",""awesome-ios"",""curated-list""]"
"futurice/ios-good-practices","Good ideas for iOS development, by Futurice developers.","[""ios""]"
"ibireme/YYKit","A collection of iOS components.","[""ios""]"
"tangqiaoboy/iOSBlogCN","中文 iOS/Mac 开发博客列表","[]"
"fetlife/ios","FetLife for iOS","[""ios""]"
"Coding/Coding-iOS","CODING iOS 客户端源代码","[""ios"",""coding""]"
"jobbole/awesome-ios-cn","iOS 资源大全中文版，内容包括：框架、组件、测试、Apple Store、SDK、XCode、网站、书籍等","[""ios""]"
"Evolution-App/iOS","Unofficial app for Swift Evolution","[""swift"",""app"",""swift-evolution""]"
"ameizi/awesome-ios-animation","A curated list of awesome iOS animation, including Objective-C and Swift libraries","[""objective-c"",""swift"",""ios"",""list"",""libraries"",""awesome"",""awesome-ios"",""curated-list""]"
"amahi/ios","Amahi iOS App","[""ios"",""app"",""ios-app""]"
"zhoushengmufc/iosselect","webapp通用选择器","[]"
"pandazheng/IosHackStudy","IOS安全学习资料汇总","[]"
"Shadowsocks-Help/ios","Shadowrocket小火箭在线安装","[]"
"zhouhuanqiang/LearningIOS","Learning materials of iOS","[""ios"",""learning""]"
"codepath/ios_guides","Comprehensive open-source iOS guides","[""ios"",""open-source"",""guides""]"
"ChenYilong/iOS9AdaptationTips","iOS9适配系列教程（iOS开发学习交流群： https://github.com/ChenYilong/iOSBlog/issues/21）","[]"
"leichunfeng/MVVMReactiveCocoa","GitBucket iOS App","[""ios"",""app"",""ios-app""]"
"VPNht/ios","VPN Client iOS","[""ios"",""vpn"",""client""]"
"jessesquires/JSQMessagesViewController","An elegant messages UI library for iOS","[""ios"",""library"",""ui"",""messages""]"
"peter-iakovlev/Telegram","Telegram Messenger for iOS","[""ios"",""telegram"",""messenger""]"
"ISBX/apprtc-ios","A native iOS video chat app based on WebRTC","[""ios"",""video"",""native"",""webrtc"",""chat"",""app""]"
"kstenerud/iOS-Universal-Framework","An XCode project template to build universal frameworks (arm7, arm7s, and simulator) for iOS / iPhone.","[""xcode"",""ios"",""frameworks"",""universal"",""build"",""project"",""template""]"
"kewlbear/FFmpeg-iOS-build-script","Shell scripts to build FFmpeg for iOS and tvOS","[""ios"",""tvos"",""shell"",""ffmpeg"",""build""]"
"aslanyanhaik/youtube-iOS","youtube iOS app template written in swift 5","[""youtube"",""swift"",""ios"",""app"",""youtube-ios"",""ios-app"",""template""]"
"shu223/iOS7-Sampler","Code examples for the new features of iOS 7.","[""ios"",""code"",""new""]"
"facebookarchive/AsyncDisplayKit","Smooth asynchronous user interfaces for iOS apps.","[""ios"",""asynchronous""]"
"awesome-tips/iOS-Tips","iOS知识小集","[]"
"qunten/iOS-Core-Animation-Advanced-Techniques","翻译","[]"
"shu223/iOS-9-Sampler","Code examples for the new features of iOS 9.","[""ios"",""code"",""new""]"
"mixi-inc/iOSTraining","Training course repository for iOS app development","[""ios"",""repository"",""app"",""development"",""training"",""ios-app"",""course""]"
"vfr/Reader","PDF Reader Core for iOS","[""ios"",""pdf"",""core""]"
"sshiqiao/douyin-ios-objectc","抖音 iOS Object-C版","[""ios""]"
"Yalantis/StarWars.iOS","This component implements transition animation to crumble view-controller into tiny pieces.","[""animation"",""transition"",""this"",""transition-animation"",""component""]"
"shu223/iOS8-Sampler","Code examples for the new features of iOS 8.","[""ios"",""code"",""new""]"
"facebookarchive/FBMemoryProfiler","iOS tool that helps with profiling iOS Memory usage.","[""ios"",""memory"",""profiling""]"
"alexdrone/ios-fontawesome","NSString+FontAwesome","[]"
"Urinx/iOSAppHook","专注于非越狱环境下iOS应用逆向研究，从dylib注入，应用重签名到App Hook","[""hook""]"
"kiwi-bdd/Kiwi","Simple BDD for iOS","[""ios""]"
"shu223/iOS-10-Sampler","Code examples for new APIs of iOS 10.","[""ios"",""code"",""new""]"
"aozhimin/iOS-Monitor-Platform",":books: iOS 性能监控 SDK —— Wedjat（华狄特）开发过程的调研和整理","[""sdk"",""ios""]"
"trustwallet/trust-wallet-ios",":iphone: Trust - Ethereum Wallet and Web3 DApp Browser for iOS","[""ios"",""browser"",""ethereum"",""wallet"",""ethereum-wallet"",""web3"",""dapp""]"
"GeekZooStudio/ECMobile_iOS","基于ECShop的手机商城客户端","[]"
"honcheng/iOSPlot","Chart library for iOS","[""ios"",""library"",""chart""]"
"Yalantis/Side-Menu.iOS","Animated side menu with customizable UI","[""menu"",""side-menu"",""ui"",""customizable""]"
"devcxm/iOS-Images-Extractor","A Mac app to decode and extract images from iOS apps, support png/jpg/ipa/Assets.car files.","[""ios"",""decode"",""extract"",""app"",""mac""]"
"Yalantis/FoldingTabBar.iOS","Folding Tab Bar and Tab Bar Controller","[""controller""]"
"wimagguc/ios-custom-alertview","Custom UIAlertView. Continue adding images and UIViews to dialogs in iOS7+","[]"
"card-io/card.io-iOS-SDK","card.io provides fast, easy credit card scanning in mobile apps","[""mobile"",""scanning"",""card.io"",""credit-card"",""apps"",""card"",""card-scanning"",""easy""]"
"fangwei716/30-days-of-react-native","30 days of React Native demos","[""react-native"",""native"",""react""]"
"RocketChat/Rocket.Chat.iOS","Legacy mobile Rocket.Chat client in Swift for iOS","[""swift"",""ios"",""mobile"",""client""]"
"Shmoopi/iOS-System-Services","iOS System Services is a class to gather all available information about a device.","[""ios"",""class"",""system""]"
"EvilInsultGenerator/ios","Evil Insult Generator iOS App","[""ios"",""app"",""ios-app""]"
"mapzen/ios","Where you can find everything iOS from Mapzen","[""ios"",""mapzen""]"
"aryaxt/iOS-Slide-Menu","iOS Slide Menu with ability to add both left and right menu, and built in gesture recognizer. Similar to Path and Facebook","[""ios"",""facebook"",""menu"",""path"",""gesture"",""slide"",""add""]"
"jeyben/IOSLinkedInAPI","Simple and non intrusive library to get access tokens for LinkedIn using Oauth2.","[""get"",""linkedin"",""library""]"
"jverkoey/iOS-Framework","How to create, develop, and distribute iOS Static Frameworks quickly and efficiently","[""ios"",""frameworks"",""static""]"
"clayallsopp/routable-ios","Routable, an in-app native URL router, for iOS","[""ios"",""url"",""native"",""in-app""]"
"codestergit/SweetAlert-iOS","Live animated Alert View for iOS written in Swift","[""swift"",""ios"",""view"",""alert"",""live""]"
"honcheng/PaperFold-for-iOS","Paper folding animation for iOS","[""ios"",""animation""]"
"id-Software/DOOM-IOS2","Doom Classic for iOS version 2","[""ios"",""version""]"
"facebookarchive/ios-snapshot-test-case","Snapshot view unit tests for iOS","[""ios"",""view"",""snapshot""]"
"0xced/iOS-Artwork-Extractor","Extract iOS artwork and emoji symbols into png files, generate glossy buttons png files","[""ios"",""png"",""emoji"",""extract"",""symbols""]"
"Aufree/PHPHub-iOS","PHPHub for iOS is the universal iPhone and iPad application for PHPHub","[""iphone"",""ios"",""universal"",""ipad"",""phphub"",""ipad-application""]"
"hehonghui/iOS-tech-frontier","一个定期翻译国外iOS优质的技术、开源库、软件架构设计、测试等文章的开源项目","[]"
"clowwindy/ShadowVPN-iOS","Removed according to regulations.","[]"
"kpwn/iOSRE","iOS Reverse Engineering","[""ios"",""reverse-engineering"",""reverse""]"
"Kaopiz/android-segmented-control","ios UISegmentedControl for android","[""ios"",""android"",""uisegmentedcontrol""]"
"leanote/leanote-ios","Leanote iOS App http://leanote.org","[""ios"",""app"",""ios-app"",""leanote"",""leanote-ios""]"
"artemnovichkov/iOS-11-by-Examples","👨🏻‍💻 Examples of new iOS 11 APIs","[""ios"",""ios-11"",""new""]"
"artemnovichkov/iOS-11-by-Examples","👨🏻‍💻 Examples of new iOS 11 APIs","[""ios"",""ios-11"",""new""]"
"Yalantis/Context-Menu.iOS","You can easily add awesome animated context menu to your app.","[""menu"",""add"",""awesome"",""context-menu""]"
"zhuchaowe/EasyIOS","A new generation of development framework based on Model-View-ViewModel","[""framework"",""development"",""new""]"
"lyzz0612/iosMixTools","ios混淆脚本工具","[]"
"ChenYilong/iOSBlog"," 微博@iOS程序犭袁 的blog","[]"
"libreliodev/iOS","iOS Customizable Reader - Librelio Digital Publishing Suite","[""ios"",""customizable""]"
"twitter-archive/twitter-kit-ios","Twitter Kit is a native SDK to include Twitter content inside mobile apps.","[""sdk"",""mobile"",""native"",""twitter"",""include""]"
"JagCesar/iOS-blur","Blur a UIView","[""uiview"",""blur""]"
"cokecoffe/ios-demo","demos for ios study.","[""ios""]"
"Estimote/iOS-Fleet-Management-SDK","Estimote Fleet Management SDK for iOS","[""sdk"",""ios"",""estimote""]"
"saiwu-bigkoo/Android-AlertView","仿iOS的AlertViewController","[]"
"ScottLogic/iOS8-day-by-day","Selection of projects accompanying the iOS8-Day-by-Day blog series","[""selection"",""blog""]"
"huang303513/Design-Pattern-For-iOS","IOS设计模式探索(大话设计模式)","[]"
"ameizi/awesome-ios-chart","A curated list of awesome iOS chart libraries, including Objective-C and Swift","[""objective-c"",""swift"",""ios"",""list"",""awesome"",""chart"",""awesome-ios"",""curated-list""]"
"kokoabim/iOSOpenDev","iOSOpenDev","[]"
"blakeperdue/ios7-wireframe-kit","An Illustrator kit to make your wireframing a day at the beach","[]"
"Lede-Inc/LDNetDiagnoService_IOS","IOS平台利用ping和traceroute的原理，对指定域名（通常为后台API的提供域名）进行网络诊断，并收集诊断日志。","[]"
"X140Yu/Developing_iOS_8_Apps_With_Swift","Stanford 公开课，Developing iOS 8 Apps with Swift 字幕翻译","[""swift"",""ios"",""apps"",""stanford""]"
"paypal/PayPal-iOS-SDK","Accept credit cards and PayPal in your iOS app","[""ios"",""paypal"",""app"",""ios-app"",""cards""]"
"JourneyYoung/iOSMixProject","马甲包混淆工程","[]"
"ksvc/KSYLive_iOS","金山云直播SDK [ iOS推流+播放 ]融合版 支持美颜滤镜(Beauty Filter)、美声(Beauty Voice)、软硬编(Software/Hardware Encoder) 、网络自适应(Network Auto Adapt)、混音(Audio Mixer)、混响(Reverb)、画中画(PIP)","[]"
"ibireme/YYModel","High performance model framework for iOS/OSX.","[""performance"",""model"",""framework""]"
"dunhamsteve/ios","Utility to extract files and keychain information from iOS backups","[""ios"",""keychain"",""extract"",""utility""]"
"bitstadium/HockeySDK-iOS","HockeyApp was retired and the SDKs are deprecated. Please use App Center instead.","[""center"",""hockeyapp"",""app""]"
"meilbn/MyOne-iOS","我的《一个》 iOS 客户端（OC）","[""ios""]"
"kolyvan/kxmovie","movie player for iOS using ffmpeg","[""ios"",""ffmpeg"",""movie"",""player""]"
"iosscripts/iosslider","iosslider is a jQuery plugin which allows you to integrate a customizable, cross-browser content slider into your web presence. Designed for use as a content slider, website banner, or image gallery.","[""image"",""jquery"",""web"",""slider"",""plugin""]"
"tangqiaoboy/iOS-Pro","《 iOS 开发进阶》随书示例程序和勘误","[""ios""]"
"SunLiner/MiaowShow","iOS视频直播项目","[]"
"BiBoyang/GoldHouse-for-iOS","iOS APM","[""ios"",""apm""]"
"EleTeam/Shop-iOS","EleTeam开源项目-电商全套解决方案之iOS版-Shop-iOS。一个类似京东/天猫/淘宝的商城，有对应的服务端支持，由EleTeam团队维护！","[]"
"huang303513/iOSKeyPointExploration","GCD系列、Operation、内存管理、Block、核心动画、H5交互、KVC、KVO、Notification、响应链、模型解析、图片缓存处理、UI优化、调试、","[]"
"tailec/ios-architecture","A collection of iOS architectures - MVC, MVVM, MVVM+RxSwift, VIPER, RIBs and many others","[""ios"",""ios-architectures""]"
"zhengmin1989/iOS_ICE_AND_FIRE","iOS冰与火之歌","[]"
"gcesarmza/curl-android-ios","Static libcurl to be used in Android and iOS apps. Build scripts included. No Android source required","[""ios"",""android"",""android-source"",""build"",""static""]"
"card-io/card.io-iOS-source","The open-source code for the card.io-iOS-SDK:  provides fast, easy credit card scanning in mobile apps","[""mobile"",""scanning"",""open-source"",""credit-card"",""apps"",""card"",""card-scanning"",""easy"",""code""]"
"agilebits/onepassword-app-extension","1Password Extension for iOS Apps","[""ios"",""apps""]"
"shaojiankui/iOS-UDID-Safari","iOS-UDID-Safari,（不能上架Appstore！！！）通过Safari获取iOS设备真实UDID，use safari and mobileconfig get  ios device real udid","[""ios"",""get"",""safari"",""device"",""udid""]"
"alexsosn/iOS_ML","List of Machine Learning, AI, NLP solutions for iOS. The most recent version of this article can be found on my blog.","[""list"",""this"",""version"",""nlp"",""article""]"
"erica/iOS-6-Cookbook","iOS 6 update","[""ios""]"
"googlearchive/ios-swift-chat-example","FireChat implemented in Swift!","[]"
"zulip/zulip-ios-legacy","Zulip legacy iOS app","[""ios"",""app"",""ios-app""]"
"WuChuming/shadowsocks-iOS","fork by shadowsocks/shadowsocks-iOS","[]"
"AloneMonkey/iOSREBook","《iOS应用逆向与安全》随书源码","[]"
"damian-kolakowski/iOS-Hierarchy-Viewer","iOS Hierarchy viewer - View and Coredata debugging made easy","[""ios"",""view"",""debugging"",""ios-hierarchy-viewer"",""coredata"",""hierarchy-viewer"",""easy""]"
"ios-driver/ios-driver","Selenium server to test native, hybrid and web apps on IOS. Join us on IRC #ios-driver on freenode","[""web"",""server"",""join"",""hybrid"",""apps""]"
"agrinman/sift-ios","Uncover network traffic in real-time for every app on your phone","[""real-time"",""app"",""network"",""phone""]"
"lzyy/iOS-Developer-Interview-Questions","面试 iOS 开发时可以问的一些问题","[""ios""]"
"xuningjack/IOSToggleButton","toggle button like in IOS original system.（仿IOS原生的toggle button）","[""ios"",""button"",""toggle""]"
"JaviSoto/iOS10-Runtime-Headers","iOS 10 Runtime Headers","[""ios"",""runtime"",""10""]"
"nickoneill/PermissionScope","Intelligent iOS permissions UI and unified API","[""ios"",""api"",""permissions"",""ios-permissions"",""ui""]"
"GabrielAlva/Cool-iOS-Camera","A fully customisable and modern camera implementation for iOS made with AVFoundation.","[""ios"",""camera"",""implementation""]"
"awesome-labs/iOS-readme-template","README.md template for your iOS open-source projects. Inspired by @dbader's readme-template","[""ios"",""open-source"",""template""]"
"jharwig/PPSSignatureView","iOS Signature Capture Demo","[""ios"",""signature"",""capture"",""demo""]"
"fossasia/susi_iOS","SUSI AI iOS app http://susi.ai","[""ios"",""app"",""ai"",""ios-app""]"
"iSECPartners/Introspy-iOS","Security profiling for blackbox iOS","[""ios"",""security"",""profiling""]"
"MyGitHubFork/iOSBasicCommonDemos","iOS基本功能点","[]"
"icodesign/Potatso","Potatso is an iOS client that implements different proxies with the leverage of NetworkExtension framework in iOS 10+.","[""ios"",""client"",""networkextension"",""framework""]"
"chenyufeng1991/iOS-Oncenote"," 这是一款类似于印象笔记Evernote的生活类iOS应用——朝夕笔记 Oncenote。我希望能为更多的iOS开发者提供帮助与服务。当然App中还有不少bug和可扩展的功能模块，也希望各位开发者为该项目贡献自己的code力量。大家可以通过点击右上角的fork到自己的Github仓库，也可以点击star实时关注项目进度。","[]"
"baoyongzhang/android-ActionSheet","iOS UIActionSheet for Android","[""ios"",""android"",""uiactionsheet""]"
"imoreapps/ffmpeg-avplayer-for-ios-tvos","A tiny but powerful iOS and Apple TV OS av player framework that's based on the FFmpeg library.","[""ios"",""ffmpeg"",""apple-tv"",""framework"",""tv"",""player"",""apple""]"
"google/iosched-ios","The Google I/O iOS app","[""ios"",""app"",""ios-app""]"
"bumaociyuan/ios-ipa-server","Create a HTTPS Server to install iOS ipa","[""ios"",""ipa"",""server"",""https""]"
"googlevr/gvr-ios-sdk","Google VR SDK for iOS","[""sdk"",""ios"",""google-vr"",""google-vr-sdk""]"
"Dillion/iOS-Flip-Transform","Core Animation framework for navigating data by flipping","[""animation"",""core-animation"",""framework"",""core""]"
"turbolinks/turbolinks-ios","Native iOS adapter for building hybrid apps with Turbolinks 5","[""ios"",""adapter"",""native"",""hybrid"",""apps"",""turbolinks""]"
"leixiaohua1020/simplest_ffmpeg_mobile","ffmpeg examples in Android / IOS / WinPhone","[""ios"",""android"",""ffmpeg""]"
"KittenYang/A-GUIDE-TO-iOS-ANIMATION","The source code of my new eBook —— A GUIDE TO IOS ANIMATION. Just click the next link to buy it","[""ios"",""click"",""source-code"",""guide"",""code"",""new""]"
"jzau/awesome-ios-animation","Curated list of iOS Animation libraries","[""ios"",""animation"",""list"",""libraries"",""ios-animation"",""curated-list""]"
"dancormier/react-native-swipeout","iOS-style swipeout buttons behind component","[""component""]"
"ScottLogic/iOS7-day-by-day","Repo containing the sample projects associated with the iOS7 Day-by-Day blog series","[""ios7"",""repo"",""blog"",""sample""]"
"uservoice/uservoice-ios-sdk","UserVoice iOS SDK","[""sdk"",""ios"",""ios-sdk""]"
"wordpress-mobile/WordPress-Editor-iOS","⛔️ [DEPRECATED] A reusable iOS rich text editor component.","[""ios"",""text"",""editor"",""rich-text-editor"",""text-editor""]"
"nvk/sketch-ios","iOS Sketch.app Templates","[""ios"",""templates""]"
"jefferyleo/f.lux","flux for iOS","[""ios""]"
"NShunjian/IOSProject","IOS综合项目,完善的框架,路由模块化设计,集成科大讯飞SDK方便iOS基本输入控件实现语音辅助输入，UI效果参照京东APP,JS与OC交互,ionic跨平台开发,MQTT 协议,即时通讯协议,视屏播放,跑马灯效果  仿美团地图定位,城市收索, 友盟分享,基础动画 增加FCUIID帮助类,引导页功能模块,照片上传 ,UIView自定义导航栏,文件下载,Masonry 案例,fmdb,数据库,sqlite,百度地图,二维码,照片上传,照片上传有进度,列表倒计时,H5和原生交互,自定义各种弹框,常见表单类型,人脸识别,列表加载图片,列表拖拽,日历操作,导航条渐变,核心动画,动画特效等等  ","[]"
"sheep0704/IOSIphoneHttps","ios超级签-ipa-新版IOS苹果企业签，直接签名直接下载安装，无需进入appstore商城——不需要经过App Store直接下载游戏吗？下载完不知道怎么安装？需要通过第三方软件来安装？绕过苹果检测，测试可以使用HTTPD或者Tomcat构建，使用plist文件","[]"
"opencv/opencv_for_ios_book_samples","""OpenCV for iOS"" book samples","[""book"",""samples""]"
"Yalantis/Pull-to-Refresh.Rentals-iOS","This project aims to provide a simple and customizable pull to refresh implementation. Made in Yalantis","[""refresh"",""pull-to-refresh"",""project"",""this"",""yalantis"",""customizable""]"
"Pixate/pixate-freestyle-ios","Pixate Freestyle for iOS","[""ios""]"
"tomvanzummeren/TZStackView","UIStackView replica for iOS 7.x and iOS 8.x","[""ios"",""uistackview""]"
"seedante/iOS-Note","个人笔记，包括一些在公众号发表的文章的加长版","[]"
"st3fan/ios-openssl","Port of OpenSSL for iOS","[""ios"",""openssl"",""port""]"
"stomita/ios-imagefile-megapixel","Fixes iOS6 Safari's image file rendering issue for large size image (over mega-pixel), which causes unexpected subsampling when drawing it in canvas.","[""file"",""image"",""drawing"",""rendering"",""size""]"
"seanooi/iOS-WebP","Google's WebP image format decoder and encoder for iOS","[""ios"",""image"",""webp"",""format"",""encoder""]"
"orazz/CreditCardForm-iOS","CreditCardForm is iOS framework that allows developers to create the UI which replicates an actual Credit Card.","[""ios"",""framework"",""ui"",""creditcardform""]"
"tbl00c/iOSAppTemplate","高仿微信，iOS应用开发模板，个人总结。","[]"
"shaojiankui/iOS-Route","iOS学习路线  Route to iOS","[""ios""]"
"BaiduHiDeviOS/iOS-Tech-Weekly","百度Hi团队 iOS 技术周报","[""ios""]"
"MindorksOpenSource/iOS-Viper-Architecture","This repository contains a detailed sample app that implements VIPER architecture in iOS using libraries and frameworks like Alamofire, AlamofireImage, PKHUD, CoreData etc.","[""ios"",""frameworks"",""libraries"",""this"",""architecture"",""repository"",""viper-architecture"",""contains"",""app"",""sample"",""sample-app"",""viper"",""coredata""]"
"tapwork/HeapInspector-for-iOS","Find memory issues & leaks in your iOS app without instruments","[""ios"",""memory"",""instruments"",""app"",""ios-app"",""leaks""]"
"romaonthego/RESideMenu","iOS 7/8 style side menu with parallax effect.","[""ios"",""menu"",""parallax"",""side-menu"",""style""]"
"kishikawakatsumi/PEPhotoCropEditor","Image cropping library for iOS.","[""image"",""library""]"
"TinyCrayon/TinyCrayon-iOS-SDK","A smart and easy-to-use image masking and cutout SDK for mobile apps.","[""sdk"",""image"",""mobile"",""cutout""]"
"DavydLiu/DLRadioButton","Radio Button for iOS","[""ios"",""button"",""radio-button"",""radio""]"
"openshopio/openshop.io-ios"," OpenShop.io","[]"
"robbdimitrov/RDVTabBarController","Highly customizable tabBar and tabBarController for iOS","[""ios"",""tabbar"",""tabbarcontroller"",""customizable""]"
"martijnwalraven/meteor-ios","Meteor iOS integrates native iOS apps with the Meteor platform (http://www.meteor.com) through DDP","[""ios"",""native"",""meteor"",""platform"",""apps""]"
"mengxianliang/XLUIKit","iOS UI工具集","[""ios""]"
"GoogleCloudPlatform/ios-docs-samples","iOS samples that demonstrate APIs and services of Google Cloud Platform.","[""ios"",""cloud"",""samples""]"
"felixgr/secure-ios-app-dev","Collection of the most common vulnerabilities found in iOS applications","[""ios"",""common""]"
"starrtc/starrtc-ios-demo","🚀starRTC，免费IM（含单聊，群聊，聊天室），免费一对一视频聊天（回音消除），语音聊天，直播连麦，白板，小班课，多人会议，局域网无服务器直连，兼容webRTC, 支持webRTC加速，P2P高清传输，安卓、iOS、web互通，支持门禁可视对讲，电视盒子，树莓派，海思，全志，OTT设备，C语言自研方案，✨万水千山总是情，来个star行不行✨，更多示例请访问","[]"
"ios122/ios122","ios122","[]"
"YouXianMing/iOS-Design-Patterns","iOS Design pattern collection.","[""ios"",""design""]"
"twitter/ios-twitter-image-pipeline","Twitter Image Pipeline is a robust and performant image loading and caching framework for iOS clients","[""ios"",""image"",""caching"",""twitter"",""loading"",""image-loading"",""framework""]"
"TUNER88/iOSSystemSoundsLibrary","List of all system sounds used in iOS","[""ios"",""list"",""system""]"
"stefanhafeneger/PushMeBaby","iOS Push Notification Debug App","[""push-notification"",""ios"",""push"",""app"",""debug"",""notification""]"
"openstf/ios-minicap","iOS Minicap provides a socket interface for streaming realtime screen capture data out of iOS devices. ","[""ios"",""interface"",""screen"",""capture"",""screen-capture"",""socket"",""realtime""]"
"skyming/Trip-to-iOS-Design-Patterns","iOS 设计模式相关资料整理","[""ios""]"
"FSecureLABS/needle","The iOS Security Testing Framework","[""ios"",""security"",""testing"",""framework"",""ios-security""]"
"scottjehl/iOS-Orientationchange-Fix","A fix for the iOS orientationchange zoom bug.","[""ios""]"
"nsomar/OAStackView","Porting UIStackView to iOS 7+","[""ios"",""uistackview""]"
"liaojinxing/Voice2Note","Voice2Note iOS client source codes.","[""ios"",""client""]"
"questbeat/QBPopupMenu","Customizable popup menu for iOS.","[""popup"",""menu"",""customizable""]"
